Year,Statistic Label,Counties & Dublin Postal Districts,Sector,UNIT,VALUE
,Metered Electricity Consumption,Dublin 9,10 Residential,Gigawatt Hours,85
,Metered Electricity Consumption,Dublin 9,20 Non-residential,Gigawatt Hours,100
,Metered Electricity Consumption,Dublin 10,All sectors,Gigawatt Hours,73
,Metered Electricity Consumption,Dublin 10,10 Residential,Gigawatt Hours,27
,Metered Electricity Consumption,Dublin 10,20 Non-residential,Gigawatt Hours,45
,Metered Electricity Consumption,Dublin 11,All sectors,Gigawatt Hours,220
,Metered Electricity Consumption,Dublin 11,10 Residential,Gigawatt Hours,87
,Metered Electricity Consumption,Dublin 11,20 Non-residential,Gigawatt Hours,134
,Metered Electricity Consumption,Dublin 12,All sectors,Gigawatt Hours,285
,Metered Electricity Consumption,Dublin 12,10 Residential,Gigawatt Hours,77
,Metered Electricity Consumption,Dublin 12,20 Non-residential,Gigawatt Hours,208
,Metered Electricity Consumption,Dublin 13,All sectors,Gigawatt Hours,124
,Metered Electricity Consumption,Dublin 13,10 Residential,Gigawatt Hours,83
,Metered Electricity Consumption,Dublin 13,20 Non-residential,Gigawatt Hours,40
,Metered Electricity Consumption,Dublin 14,All sectors,Gigawatt Hours,128
,Metered Electricity Consumption,Dublin 14,10 Residential,Gigawatt Hours,77
,Metered Electricity Consumption,Dublin 14,20 Non-residential,Gigawatt Hours,51
,Metered Electricity Consumption,Dublin 15,All sectors,Gigawatt Hours,603
,Metered Electricity Consumption,Dublin 15,10 Residential,Gigawatt Hours,172
,Metered Electricity Consumption,Dublin 15,20 Non-residential,Gigawatt Hours,431
,Metered Electricity Consumption,Dublin 16,All sectors,Gigawatt Hours,124
,Metered Electricity Consumption,Dublin 16,10 Residential,Gigawatt Hours,79
,Metered Electricity Consumption,Dublin 16,20 Non-residential,Gigawatt Hours,45
,Metered Electricity Consumption,Dublin 17,All sectors,Gigawatt Hours,185
,Metered Electricity Consumption,Dublin 17,10 Residential,Gigawatt Hours,33
,Metered Electricity Consumption,Dublin 17,20 Non-residential,Gigawatt Hours,152
,Metered Electricity Consumption,Dublin 18,All sectors,Gigawatt Hours,241
,Metered Electricity Consumption,Dublin 18,10 Residential,Gigawatt Hours,110
,Metered Electricity Consumption,Dublin 18,20 Non-residential,Gigawatt Hours,131
,Metered Electricity Consumption,Dublin 20,All sectors,Gigawatt Hours,34
,Metered Electricity Consumption,Dublin 20,10 Residential,Gigawatt Hours,22
,Metered Electricity Consumption,Dublin 20,20 Non-residential,Gigawatt Hours,12
,Metered Electricity Consumption,Dublin 22,All sectors,Gigawatt Hours,372
,Metered Electricity Consumption,Dublin 22,10 Residential,Gigawatt Hours,73
,Metered Electricity Consumption,Dublin 22,20 Non-residential,Gigawatt Hours,299
,Metered Electricity Consumption,Dublin 24,All sectors,Gigawatt Hours,438
,Metered Electricity Consumption,Dublin 24,10 Residential,Gigawatt Hours,156
,Metered Electricity Consumption,Dublin 24,20 Non-residential,Gigawatt Hours,282
,Metered Electricity Consumption,Co. Dublin,All sectors,Gigawatt Hours,1223
,Metered Electricity Consumption,Co. Dublin,10 Residential,Gigawatt Hours,535
,Metered Electricity Consumption,Co. Dublin,20 Non-residential,Gigawatt Hours,688
,Metered Electricity Consumption,Co. Galway,All sectors,Gigawatt Hours,1152
,Metered Electricity Consumption,Co. Galway,10 Residential,Gigawatt Hours,509
,Metered Electricity Consumption,Co. Galway,20 Non-residential,Gigawatt Hours,643
,Metered Electricity Consumption,Co. Kildare,All sectors,Gigawatt Hours,1006
,Metered Electricity Consumption,Co. Kildare,10 Residential,Gigawatt Hours,440
,Metered Electricity Consumption,Co. Kildare,20 Non-residential,Gigawatt Hours,565
,Metered Electricity Consumption,Co. Kilkenny,All sectors,Gigawatt Hours,405
,Metered Electricity Consumption,Co. Kilkenny,10 Residential,Gigawatt Hours,180
,Metered Electricity Consumption,Co. Kilkenny,20 Non-residential,Gigawatt Hours,225
,Metered Electricity Consumption,Co. Kerry,All sectors,Gigawatt Hours,651
,Metered Electricity Consumption,Co. Kerry,10 Residential,Gigawatt Hours,313
,Metered Electricity Consumption,Co. Kerry,20 Non-residential,Gigawatt Hours,339
,Metered Electricity Consumption,Co. Longford,All sectors,Gigawatt Hours,245
,Metered Electricity Consumption,Co. Longford,10 Residential,Gigawatt Hours,83
,Metered Electricity Consumption,Co. Longford,20 Non-residential,Gigawatt Hours,162
,Metered Electricity Consumption,Co. Louth,All sectors,Gigawatt Hours,558
,Metered Electricity Consumption,Co. Louth,10 Residential,Gigawatt Hours,247
,Metered Electricity Consumption,Co. Louth,20 Non-residential,Gigawatt Hours,311
,Metered Electricity Consumption,Co. Limerick,All sectors,Gigawatt Hours,1165
,Metered Electricity Consumption,Co. Limerick,10 Residential,Gigawatt Hours,381
,Metered Electricity Consumption,Co. Limerick,20 Non-residential,Gigawatt Hours,784
,Metered Electricity Consumption,Co. Leitrim,All sectors,Gigawatt Hours,127
,Metered Electricity Consumption,Co. Leitrim,10 Residential,Gigawatt Hours,66
,Metered Electricity Consumption,Co. Leitrim,20 Non-residential,Gigawatt Hours,60
,Metered Electricity Consumption,Co. Laois,All sectors,Gigawatt Hours,324
,Metered Electricity Consumption,Co. Laois,10 Residential,Gigawatt Hours,152
,Metered Electricity Consumption,Co. Laois,20 Non-residential,Gigawatt Hours,171
,Metered Electricity Consumption,Co. Meath,All sectors,Gigawatt Hours,726
,Metered Electricity Consumption,Co. Meath,10 Residential,Gigawatt Hours,379
,Metered Electricity Consumption,Co. Meath,20 Non-residential,Gigawatt Hours,348
,Metered Electricity Consumption,Co. Monaghan,All sectors,Gigawatt Hours,356
,Metered Electricity Consumption,Co. Monaghan,10 Residential,Gigawatt Hours,123
,Metered Electricity Consumption,Co. Monaghan,20 Non-residential,Gigawatt Hours,232
,Metered Electricity Consumption,Co. Mayo,All sectors,Gigawatt Hours,612
,Metered Electricity Consumption,Co. Mayo,10 Residential,Gigawatt Hours,246
,Metered Electricity Consumption,Co. Mayo,20 Non-residential,Gigawatt Hours,366
,Metered Electricity Consumption,Co. Offaly,All sectors,Gigawatt Hours,311
,Metered Electricity Consumption,Co. Offaly,10 Residential,Gigawatt Hours,141
,Metered Electricity Consumption,Co. Offaly,20 Non-residential,Gigawatt Hours,170
,Metered Electricity Consumption,Co. Roscommon,All sectors,Gigawatt Hours,244
,Metered Electricity Consumption,Co. Roscommon,10 Residential,Gigawatt Hours,106
,Metered Electricity Consumption,Co. Roscommon,20 Non-residential,Gigawatt Hours,138
,Metered Electricity Consumption,Co. Sligo,All sectors,Gigawatt Hours,298
,Metered Electricity Consumption,Co. Sligo,10 Residential,Gigawatt Hours,124
,Metered Electricity Consumption,Co. Sligo,20 Non-residential,Gigawatt Hours,174
,Metered Electricity Consumption,Co. Tipperary,All sectors,Gigawatt Hours,822
,Metered Electricity Consumption,Co. Tipperary,10 Residential,Gigawatt Hours,342
,Metered Electricity Consumption,Co. Tipperary,20 Non-residential,Gigawatt Hours,480
,Metered Electricity Consumption,Co. Waterford,All sectors,Gigawatt Hours,715
,Metered Electricity Consumption,Co. Waterford,10 Residential,Gigawatt Hours,242
,Metered Electricity Consumption,Co. Waterford,20 Non-residential,Gigawatt Hours,474
,Metered Electricity Consumption,Co. Wicklow,All sectors,Gigawatt Hours,602
,Metered Electricity Consumption,Co. Wicklow,10 Residential,Gigawatt Hours,292
,Metered Electricity Consumption,Co. Wicklow,20 Non-residential,Gigawatt Hours,310
,Metered Electricity Consumption,Co. Westmeath,All sectors,Gigawatt Hours,472
,Metered Electricity Consumption,Co. Westmeath,10 Residential,Gigawatt Hours,191
,Metered Electricity Consumption,Co. Westmeath,20 Non-residential,Gigawatt Hours,281
,Metered Electricity Consumption,Co. Wexford,All sectors,Gigawatt Hours,671
,Metered Electricity Consumption,Co. Wexford,10 Residential,Gigawatt Hours,323
,Metered Electricity Consumption,Co. Wexford,20 Non-residential,Gigawatt Hours,348
